Timestamp,Workload Energy Consumption (kWh),Renewable Availability (%),Energy Price ($/kWh)
2023-01-01 00:00:00,309.74506862340434,84.92641082837353,0.18188378444486974
2023-01-01 01:00:00,291.42682450341465,1.9600034396871302,0.3707514152574512
2023-01-01 02:00:00,164.35407004709725,9.245327622795973,0.483233146063444
2023-01-01 03:00:00,268.42759355210205,82.22277474114118,0.24410905544404288
2023-01-01 04:00:00,346.35309532710795,34.91167948855603,0.39755184283581496
2023-01-01 05:00:00,194.90688263543666,63.61731651173248,0.2779361842965027
2023-01-01 06:00:00,292.8496615108029,35.05362485353659,0.4067328700439631
2023-01-01 07:00:00,313.46225104016196,16.79369299653676,0.10833245836236108
2023-01-01 08:00:00,102.35129287014391,60.69568956177868,0.188087789793755
2023-01-01 09:00:00,424.3147618923691,2.824380291322892,0.2188506212265957
2023-01-01 10:00:00,306.9533627021765,93.59830845117597,0.2097668155937219
2023-01-01 11:00:00,496.6751710034839,16.650319288570802,0.4455370867328082
2023-01-01 12:00:00,363.1854058239918,91.03651324857785,0.07956175984892964
2023-01-01 13:00:00,411.54485863701404,78.63123048534453,0.431122332623339
2023-01-01 14:00:00,174.45285788913307,93.83314934283163,0.08084125888789584
2023-01-01 15:00:00,477.9447763942291,98.18167264991166,0.18174329715864596
2023-01-01 16:00:00,446.42820067338744,87.84103960644806,0.3188121541001635
2023-01-01 17:00:00,142.20450251455915,41.53070717534069,0.48894799176065495
2023-01-01 18:00:00,462.86050467424803,49.86790423276298,0.27753651449802624
2023-01-01 19:00:00,259.1432846794311,35.50682849538044,0.22302222268428934
2023-01-01 20:00:00,137.38541926101044,56.20924465465404,0.29276433902430365
2023-01-01 21:00:00,343.16188398646784,43.69124817274662,0.08810033405190719
2023-01-01 22:00:00,291.7231787962262,4.194015301708454,0.18543913008665386
2023-01-01 23:00:00,121.06388319971151,31.21001717184423,0.4457176331576215
2023-01-02 00:00:00,227.35010089315523,49.13455879108524,0.46411822951256754
2023-01-02 01:00:00,127.7103850624901,67.11501733174362,0.39861848759789864
2023-01-02 02:00:00,339.00911312278674,28.400389013778128,0.2841648022844173
2023-01-02 03:00:00,475.37994852454375,54.65251128735894,0.3889689664213405
2023-01-02 04:00:00,378.1433213229024,72.00085601049135,0.08733425682733284
2023-01-02 05:00:00,130.96510917118098,99.58526057192435,0.2859781352848276
2023-01-02 06:00:00,137.4499798672256,99.20753629331779,0.4876697773286045
2023-01-02 07:00:00,452.6067644686024,69.07710738316949,0.41246564781360073
2023-01-02 08:00:00,403.8252421057193,84.50407523855098,0.27785387687687807
2023-01-02 09:00:00,348.68453400152623,86.38377672666125,0.22712396779857558
2023-01-02 10:00:00,476.9472310743769,69.69580392002227,0.37604695403265104
2023-01-02 11:00:00,393.86951250060895,81.71517813386961,0.3658248180048009
2023-01-02 12:00:00,302.2497182729596,52.971725152366375,0.2826028963707071
2023-01-02 13:00:00,317.0526939535325,9.327007947365551,0.29042363813636396
2023-01-02 14:00:00,116.25605118491156,66.89702821317861,0.11957120436341734
2023-01-02 15:00:00,125.00364003554591,18.98808856578794,0.42898178043030977
2023-01-02 16:00:00,238.84106618315255,89.86397430229978,0.36159167525425007
